REMITOS,CANTIDAD
1000028415,74
1000028416,30
1000028417,71
1000028418,30
1000028419,406
1000028420,5
1000028421,37
1000028422,40
1000028423,20
1000028425,175
1000028426,145
1000028427,139
1000028428,139
1000028429,49
1000028430,90
1000028431,40
1000028432,40
1000028433,20
1000028434,58
1000028435,8
1000028436,75
1000028437,120
1000028438,329
1000028439,120
1000028440,501
1000028441,253
1000028442,558
1000028443,62
1000028444,52
1000028445,246
1000028446,140
1000028447,59
1000028448,114
1000028449,166
1000028450,113
1000028451,111
1000028452,73
1000028453,36
1000028454,170
1000028455,209
1000028456,101
1000028457,29
1000028458,20
1000028459,120
1000028460,93
1000028461,779
1000028462,716
1000028463,600
1000028464,300
1000028465,163
1000028466,157
1000028467,177
1000028468,40
1000028469,36
1000028470,30
1000028471,25
1000028472,947
1000028473,437
1000028474,530
1000028475,274
1000028476,168
1000028477,197
1000028478,166
1000028479,142
1000028480,20
1000028481,6
1000028482,16
1000028483,15
1000028484,72
1000028485,123
1000028486,26
1000028487,24
1000028488,36
1000028489,5
1000028490,10
1000028491,139
1000028492,685
1000028493,345
1000028494,138
1000028495,201
1000028496,47
1000028497,127
1000028498,51
1000028499,84
1000028500,67
1000028501,187
1000028502,30
1000028503,360
1000028504,118
1000028505,104
1000028506,42
1000028507,75
1000028508,211
1000028509,1474
1000028510,581
1000028511,1251
1000028512,260
1000028513,81
1000028514,204
1000028515,295
1000028516,116
1000028517,116
1000028518,20
1000028519,108
1000028520,74
1000028521,444
1000028522,822
1000028523,472
1000028524,504
1000028525,523
1000028526,235
1000028527,83
1000028528,85
1000028529,270
1000028530,132
1000028531,15
1000028532,20
1000028533,14
1000028534,6
1000028535,1602
1000028536,1517
1000028537,234
1000028538,92
1000028539,234
1000028540,30
1000028541,62
1000028542,48
1000028543,46
1000028544,70
1000028545,90
1000028546,123
1000028547,66
1000028548,60
1000028549,144
1000028550,108
1000028551,48
1000028552,196
1000028553,648
1000028554,585
1000028555,1391
1000028556,1130
1000028557,1525
1000028558,371
1000028559,306
1000028560,30
1000028561,74
1000028562,26
1000028563,48
1000028564,51
1000028565,71
1000028566,81
1000028567,83
1000028568,60
1000028569,80
1000028570,51
1000028571,18
1000028572,60
1000028573,251
1000028574,965
1000028575,412
1000028576,171
1000028577,435
1000028578,109
1000028579,146
1000028580,24
1000028581,94
1000028582,16
1000028583,340
1000028584,40
1000028585,633
1000028586,297
1000028587,354
1000028588,469
1000028589,620
1000028590,354
1000028591,116
1000028592,743
1000028593,789
1000028594,360
1000028595,602
1000028596,84
1000028597,74
1000028598,207
1000028599,290
1000028600,210
1000028601,192
1000028602,114
1000028603,74
1000028604,45
1000028605,124
1000028606,71
1000028607,150
1000028608,150
1000028609,200
1000028610,141
1000028611,162
1000028612,100
1000028613,317
1000028614,250
1000028615,200
1000028616,30
1000028617,30
1000028618,16
1000028619,2
1000028620,12
1000028621,24
1000028622,4
1000028623,12
1000028624,6
1000028625,4
1000028626,4
1000028628,95
1000028629,122
1000028630,582
1000028631,422
1000028632,236
1000028633,1177
1000028634,1704
1000028635,685
1000028636,392
1000028637,19
1000028638,368
1000028639,313
1000028640,54
1000028641,49
1000028642,98
1000028643,60
1000028644,53
1000028645,104
1000028646,30
1000028647,30
1000028648,634
1000028649,818
1000028650,1570
1000028651,642
1000028652,80
1000028653,20
1000028654,24
1000028655,22
1000028656,989
1000028657,1165
1000028658,1408
1000028659,992
1000028660,1423
1000028661,978
1000028662,606
1000028663,300
1000028664,124
1000028665,101
1000028666,742
1000028667,338
1000028668,738
1000028669,141
1000028670,248
1000028671,110
1000028672,175
1000028673,207
1000028674,167
1000028675,165
1000028676,174
1000028677,216
1000028678,427
1000028679,717
1000028680,2130
1000028681,267
1000028682,107
1000028683,166
1000028684,475
1000028685,425
1000028686,225
1000028687,1537
1000028688,214
1000028689,801
1000028690,271
1000028691,732
1000028692,44
1000028693,723
1000028694,325
1000028695,341
1000028696,166
1000028697,266
1000028698,408
1000028699,102
1000028700,156
1000028701,44
1000028702,300
1000028703,376
1000028704,1130
1000028705,386
1000028706,214
1000028707,246
1000028708,81
1000028709,165
1000028710,29
1000028711,70
1000028712,168
1000028714,20
1000028715,52
1000028716,352
1000028717,2808
1000028718,2340
1000028719,944
1000028720,223
1000028721,569
1000028722,930
1000028723,122
1000028724,1073
1000028725,169
1000028726,702
1000028727,54
1000028728,224
1000028729,181
1000028730,210
1000028731,72
1000028732,559
1000028733,421
1000028734,193
1000028735,10
1000028736,919
1000028737,166
1000028738,210
1000028739,537
1000028740,420
1000028741,309
1000028742,600
1000028743,60
1000028744,548
1000028745,287
1000028746,528
1000028747,1199
1000028748,314
1000028749,839
1000028750,36
1000028751,454
1000028752,196
1000028753,524
1000028754,471
1000028755,20
1000028756,462
1000028757,736
1000028758,891
1000028759,247
1000028760,110
1000028761,409
1000028762,524
1000028763,151
1000028764,222
1000028765,716
1000028766,230
1000028767,301
1000028768,720
1000028769,267
1000028770,221
1000028771,156
1000028772,378
1000028773,76
1000028774,117
1000028775,102
1000028776,100
1000028777,42
1000028778,147
1000028779,179
1000028780,50
1000028781,243
1000028782,147
1000028783,150
1000028784,184
1000028785,167
1000028786,152
1000028787,12
1000028788,76
1000028789,56
1000028790,106
1000028791,23
1000028792,19
1000028793,78
1000028794,210
1000028795,84
1000028796,74
1000028797,130
1000028798,99
1000028799,41
1000028800,180
1000028801,62
1000028802,156
1000028804,177
1000028805,103
1000028806,113
1000028807,111
1000028808,93
1000028809,9
1000028810,66
1000028811,155
1000028812,120
1000028813,63
1000028814,181
1000028815,159
1000028816,137
1000028817,2400
1000028818,10
1000028819,123
1000028820,290
1000028821,269
1000028822,494
1000028823,180
1000028824,390
1000028825,181
1000028826,100
1000028827,76
1000028828,4
1000028829,28
1000028830,75
1000028831,151
1000028832,265
1000028833,514
1000028834,342
1000028835,150
1000028836,118
1000028837,51
1000028838,288
1000028839,41
1000028840,92
1000028841,54
1000028842,27
1000028843,45
1000028844,1115
1000028845,759
1000028846,469
1000028847,230
1000028848,44
1000028849,110
1000028850,10
1000028851,30
1000028852,220
1000028853,50
1000028854,43
1000028855,6
1000028856,24
1000028857,76
1000028858,9
1000028859,30
1000028860,168
1000028861,190
1000028862,170
1000028863,151
1000028864,30
1000028865,90
1000028866,16
1000028867,10
1000028868,4
1000028869,7
1000028870,4
1000028871,60
1000028872,3
1000028873,2
1000028874,28
1000028875,24
1000028876,30
1000028877,12
1000028878,255
1000028879,1814
1000028880,236
1000028881,80
1000028882,70
1000028883,67
1000028884,88
1000028885,40
1000028886,328
1000028887,191
1000028888,100
1000028889,20
1000028890,993
1000028891,527
1000028892,451
1000028893,27
1000028894,152
1000028895,154
1000028896,95
1000028897,104
1000028898,63
1000028899,89
1000028900,38
1000028901,24
1000028902,6
1000028903,12
1000028904,12
1000028905,12
1000028906,12
1000028907,12
1000028908,12
1000028909,490
1000028910,170
1000028911,1307
1000028912,108
1000028913,240
1000028914,255
1000028915,192
1000028916,330
1000028917,343
1000028918,86
1000028919,61
1000028920,100
1000028921,48
1000028922,52
1000028923,50
1000028924,756
1000028925,998
1000028926,684
1000028927,121
1000028928,150
1000028929,89
1000028930,95
1000028931,94
1000028932,60
1000028933,605
1000028934,331
1000028935,368
1000028936,242
1000028937,226
1000028938,40
1000028939,66
1000028940,36
1000028941,8
1000028942,73
1000028943,41
1000028944,114
1000028945,44
1000028946,6
1000028947,107
1000028948,100
1000028949,40
1000028950,41
1000028951,150
1000028952,72
1000028953,156
1000028954,168
1000028955,185
1000028956,181
1000028957,260
1000028958,182
1000028959,206
1000028960,51
1000028961,125
1000028962,264
1000028963,280
1000028964,215
1000028965,105
1000028966,75
1000028967,454
1000028968,1
1000028969,894
1000028970,517
1000028971,1030
1000028972,1595
1000028973,8
1000028974,84
1000028975,1198
1000028976,1807
1000028977,906
1000028978,46
1000028979,130
1000028980,5
1000028981,326
1000028982,32
1000028983,561
1000028984,143
1000028985,352
1000028986,13
1000028987,382
1000028988,126
1000028989,149
1000028990,93
1000028991,90
1000028992,18
1000028998,200
1000028999,617
1000029000,224
1000029001,131
1000029002,44
1000029003,39
1000029004,105
1000029005,60
1000029006,200
1000029007,200
1000029008,92
1000029009,55
1000029010,36
1000029011,127
1000029012,330
1000029013,30
1000029014,680
1000029015,1269
1000029016,201
1000029017,301
1000029018,315
1000029019,239
1000029020,80
1000029021,6
1000029022,100
1000029024,79
1000029025,83
1000029026,41
1000029027,47
1000029028,39
1000029029,64
1000029033,21
1000029034,96
1000029035,60
1000029036,77
1000029037,4
1000029038,7
1000029039,11
1000029040,2618
1000029041,7214
1000029042,19738
1000029043,1389
1000029044,159
1000029045,385
1000029046,183
1000029047,111
1000029048,10
1000029049,10
1000029050,80
1000029051,6
1000029052,45
1000029053,925
1000029054,350
1000029055,210
1000029056,109
1000029057,502
1000029058,104
1000029059,296
1000029060,251
1000029061,290
1000029062,804
1000029063,20
1000029064,450
1000029065,15
1000029066,476
1000029067,641
1000029068,430
1000029069,471
1000029070,226
1000029071,2
1000029072,424
1000029073,140
1000029074,132
1000029075,218
1000029076,120
1000029077,315
1000029078,436
1000029079,308
1000029080,255
1000029081,220
1000029082,180
1000029083,180
1000029084,48
1000029085,80
1000029086,323
1000029087,120
1000029088,104
1000029089,100
1000029090,80
1000029091,48
1000029092,118
1000029093,90
1000029094,25
1000029095,80
1000029096,180
1000029097,140
1000029098,32
1000029099,80
1000029100,73
1000029101,16
1000029102,40
1000029103,55
1000029104,250
1000029105,12
1000029106,378
1000029107,254
1000029108,1147
1000029109,2555
1000029110,182
1000029111,55
1000029112,56
1000029113,40
1000029114,40
1000029115,60
1000029116,20
1000029117,30
1000029118,20
1000029119,20
1000029120,609
1000029121,4
1000029122,132
1000029123,60
1000029124,60
1000029125,78
1000029126,2474
1000029127,7298
1000029128,19702
1000029129,1485
1000029130,175
1000029131,486
1000029132,753
1000029133,69
1000029134,162
1000029135,121
1000029136,168
1000029137,138
1000029138,117
1000029139,28
1000029140,34
1000029141,211
1000029142,340
1000029143,449
1000029144,87
1000029145,121
1000029146,34
1000029147,20
1000029148,96
1000029149,46
1000029150,70
1000029151,135
1000029152,105
1000029153,152
1000029154,414
1000029155,307
1000029156,113
1000029157,362
1000029158,136
1000029159,83
1000029160,12
1000029161,402
1000029162,1128
1000029163,1660
1000029164,655
1000029165,83
1000029166,411
1000029167,182
1000029168,81
1000029169,138
1000029170,177
1000029171,146
1000029172,36
1000029173,60
1000029174,190
1000029175,112
1000029176,15
1000029177,124
1000029178,79
1000029179,44
1000029180,344
1000029181,50
1000029182,989
1000029183,832
1000029184,399
1000029185,362
1000029186,416
1000029187,638
1000029188,245
1000029189,313
1000029190,106
1000029191,184
1000029192,149
1000029193,317
1000029194,279
1000029195,229
1000029196,192
1000029197,240
1000029198,75
1000029199,84
1000029200,67
1000029201,192
1000029202,47
1000029203,1281
1000029204,1681
1000029205,469
1000029206,225
1000029207,208
1000029208,8
1000029209,509
1000029210,234
1000029212,55
1000029213,18
1000029214,160
1000029215,47
1000029216,96
1000029217,20
1000029218,738
1000029219,503
1000029220,582
1000029221,69
1000029222,58
1000029223,130
1000029224,56
1000029225,32
1000029226,19
1000029227,18
1000029228,360
1000029229,129
1000029230,499
1000029231,82
1000029232,187
1000029233,40
1000029234,20
