remito,remitoOriginal,cantidad
1000027181,0001000027181,1512
1000027182,0001000027182,348
1000027183,0001000027183,812
1000027184,0001000027184,520
1000027185,0001000027185,237
1000027186,0001000027186,319
1000027187,0001000027187,434
1000027188,0001000027188,312
1000027189,0001000027189,453
1000027190,0001000027190,318
1000027191,0001000027191,343
1000027192,0001000027192,611
1000027193,0001000027193,440
1000027194,0001000027194,845
1000027195,0001000027195,441
1000027196,0001000027196,336
1000027197,0001000027197,758
1000027198,0001000027198,372
1000027199,0001000027199,132
1000027200,0001000027200,56
1000027201,0001000027201,1084
1000027203,0001000027203,1084
1000027204,0001000027204,720
1000027205,0001000027205,895
1000027206,0001000027206,560
1000027207,0001000027207,193
1000027208,0001000027208,323
1000027209,0001000027209,268
1000027210,0001000027210,88
1000027211,0001000027211,288
1000027212,0001000027212,181
1000027213,0001000027213,164
1000027214,0001000027214,676
1000027215,0001000027215,165
1000027216,0001000027216,590
1000027217,0001000027217,55
1000027218,0001000027218,672
1000027219,0001000027219,283
1000027220,0001000027220,59
1000027221,0001000027221,264
1000027222,0001000027222,170
1000027223,0001000027223,276
1000027224,0001000027224,420
1000027225,0001000027225,253
1000027226,0001000027226,293
1000027227,0001000027227,245
1000027228,0001000027228,113
1000027229,0001000027229,291
1000027230,0001000027230,193
1000027231,0001000027231,71
1000027232,0001000027232,62
1000027233,0001000027233,84
1000027234,0001000027234,264
1000027235,0001000027235,240
1000027236,0001000027236,166
1000027237,0001000027237,200
1000027238,0001000027238,54
1000027240,0001000027240,12
1000027241,0001000027241,1279
1000027242,0001000027242,1094
1000027243,0001000027243,437
1000027244,0001000027244,260
1000027245,0001000027245,3
1000027246,0001000027246,96
1000027247,0001000027247,187
1000027248,0001000027248,421
1000027249,0001000027249,900
1000027250,0001000027250,229
1000027251,0001000027251,716
1000027253,0001000027253,1440
1000027254,0001000027254,180
1000027255,0001000027255,90
1000027256,0001000027256,414
1000027257,0001000027257,142
1000027258,0001000027258,147
1000027259,0001000027259,270
1000027260,0001000027260,240
1000027261,0001000027261,228
1000027262,0001000027262,81
1000027263,0001000027263,110
1000027264,0001000027264,137
1000027265,0001000027265,90
1000027266,0001000027266,178
1000027267,0001000027267,22
1000027268,0001000027268,50
1000027269,0001000027269,112
1000027270,0001000027270,60
1000027271,0001000027271,1270
1000027272,0001000027272,79
1000027273,0001000027273,20
1000027274,0001000027274,2317
1000027275,0001000027275,501
1000027276,0001000027276,536
1000027280,0001000027280,574
1000027281,0001000027281,221
1000027282,0001000027282,114
1000027283,0001000027283,184
1000027284,0001000027284,245
1000027285,0001000027285,246
1000027286,0001000027286,110
1000027287,0001000027287,63
1000027288,0001000027288,379
1000027289,0001000027289,272
1000027290,0001000027290,613
1000027291,0001000027291,1221
1000027292,0001000027292,388
1000027293,0001000027293,1153
1000027294,0001000027294,1278
1000027295,0001000027295,846
1000027296,0001000027296,1012
1000027297,0001000027297,754
1000027298,0001000027298,1440
1000027299,0001000027299,606
1000027300,0001000027300,141
1000027301,0001000027301,149
1000027302,0001000027302,234
1000027304,0001000027304,186
1000027305,0001000027305,5
1000027306,0001000027306,133
1000027307,0001000027307,201
1000027308,0001000027308,90
1000027309,0001000027309,30
1000027310,0001000027310,112
1000027311,0001000027311,1
1000027312,0001000027312,123
1000027313,0001000027313,142
1000027314,0001000027314,36
1000027315,0001000027315,8
1000027316,0001000027316,20
1000027317,0001000027317,332
1000027318,0001000027318,306
1000027319,0001000027319,413
1000027320,0001000027320,555
1000027321,0001000027321,120
1000027322,0001000027322,483
1000027323,0001000027323,579
1000027324,0001000027324,823
1000027325,0001000027325,1380
1000027326,0001000027326,1677
1000027327,0001000027327,1332
1000027328,0001000027328,176
1000027329,0001000027329,60
1000027330,0001000027330,60
1000027331,0001000027331,80
1000027332,0001000027332,807
1000027333,0001000027333,515
1000027334,0001000027334,668
1000027335,0001000027335,329
1000027336,0001000027336,4
1000027337,0001000027337,273
1000027338,0001000027338,86
1000027339,0001000027339,40
1000027340,0001000027340,40
1000027341,0001000027341,630
1000027342,0001000027342,40
1000027343,0001000027343,72
1000027344,0001000027344,72
1000027345,0001000027345,4
1000027346,0001000027346,12
1000027347,0001000027347,400
1000027352,0001000027352,22
1000027353,0001000027353,42
1000027354,0001000027354,81
1000027355,0001000027355,52
1000027356,0001000027356,50
1000027357,0001000027357,69
1000027358,0001000027358,85
1000027359,0001000027359,10
1000027360,0001000027360,427
1000027361,0001000027361,1822
1000027362,0001000027362,972
1000027363,0001000027363,1500
1000027364,0001000027364,3000
1000027366,0001000027366,1955
1000027367,0001000027367,1830
1000027368,0001000027368,773
1000027369,0001000027369,211
1000027370,0001000027370,1293
1000027371,0001000027371,471
1000027372,0001000027372,392
1000027373,0001000027373,153
1000027374,0001000027374,298
1000027375,0001000027375,820
1000027376,0001000027376,253
1000027377,0001000027377,86
1000027378,0001000027378,202
1000027379,0001000027379,219
1000027380,0001000027380,190
1000027381,0001000027381,120
1000027382,0001000027382,90
1000027383,0001000027383,75
1000027384,0001000027384,65
1000027385,0001000027385,66
1000027386,0001000027386,71
1000027387,0001000027387,145
1000027388,0001000027388,214
1000027389,0001000027389,8
1000027390,0001000027390,328
1000027391,0001000027391,423
1000027392,0001000027392,115
1000027393,0001000027393,1680
1000027394,0001000027394,1204
1000027395,0001000027395,279
1000027396,0001000027396,362
1000027397,0001000027397,280
1000027398,0001000027398,216
1000027399,0001000027399,160
1000027400,0001000027400,75
1000027401,0001000027401,45
1000027402,0001000027402,20
1000027403,0001000027403,50
1000027404,0001000027404,4635
1000027405,0001000027405,3600
1000027406,0001000027406,2400
1000027407,0001000027407,1686
1000027408,0001000027408,571
1000027409,0001000027409,322
1000027410,0001000027410,786
1000027411,0001000027411,258
1000027412,0001000027412,306
1000027413,0001000027413,306
1000027414,0001000027414,116
1000027415,0001000027415,104
1000027416,0001000027416,86
1000027417,0001000027417,53
1000027418,0001000027418,48
1000027419,0001000027419,2490
1000027420,0001000027420,72
1000027421,0001000027421,137
1000027422,0001000027422,480
1000027423,0001000027423,640
1000027424,0001000027424,543
1000027425,0001000027425,310
1000027426,0001000027426,118
1000027427,0001000027427,73
1000027428,0001000027428,78
1000027429,0001000027429,108
1000027430,0001000027430,44
1000027431,0001000027431,15
1000027432,0001000027432,133
1000027433,0001000027433,125
1000027434,0001000027434,1092
1000027435,0001000027435,140
1000027436,0001000027436,570
1000027437,0001000027437,1175
1000027438,0001000027438,289
1000027439,0001000027439,379
1000027440,0001000027440,694
1000027441,0001000027441,628
1000027442,0001000027442,291
1000027443,0001000027443,234
1000027444,0001000027444,204
1000027445,0001000027445,164
1000027446,0001000027446,111
1000027447,0001000027447,164
1000027448,0001000027448,122
1000027449,0001000027449,110
1000027450,0001000027450,100
1000027451,0001000027451,60
1000027452,0001000027452,205
1000027453,0001000027453,125
1000027454,0001000027454,8
1000027455,0001000027455,300
1000027456,0001000027456,1265
1000027457,0001000027457,910
1000027458,0001000027458,1476
1000027459,0001000027459,1154
1000027460,0001000027460,1148
1000027461,0001000027461,210
1000027462,0001000027462,830
1000027463,0001000027463,482
1000027464,0001000027464,423
1000027465,0001000027465,12
1000027466,0001000027466,1595
1000027467,0001000027467,1028
1000027468,0001000027468,444
1000027469,0001000027469,300
1000027470,0001000027470,400
1000027471,0001000027471,980
1000027472,0001000027472,282
1000027473,0001000027473,202
1000027474,0001000027474,111
1000027475,0001000027475,78
1000027476,0001000027476,204
1000027477,0001000027477,466
1000027478,0001000027478,348
1000027479,0001000027479,132
1000027480,0001000027480,227
1000027481,0001000027481,201
1000027482,0001000027482,728
1000027483,0001000027483,102
1000027484,0001000027484,212
1000027485,0001000027485,271
1000027486,0001000027486,232
1000027487,0001000027487,132
1000027488,0001000027488,230
1000027489,0001000027489,269
1000027491,0001000027491,208
1000027492,0001000027492,150
1000027493,0001000027493,264
1000027494,0001000027494,60
1000027495,0001000027495,846
1000027496,0001000027496,324
1000027497,0001000027497,213
1000027498,0001000027498,135
1000027499,0001000027499,419
1000027500,0001000027500,345
1000027501,0001000027501,74
1000027502,0001000027502,235
1000027503,0001000027503,103
1000027504,0001000027504,58
1000027505,0001000027505,68
1000027506,0001000027506,50
1000027507,0001000027507,496
1000027508,0001000027508,281
1000027509,0001000027509,1454
1000027510,0001000027510,351
1000027511,0001000027511,415
1000027512,0001000027512,204
1000027513,0001000027513,470
1000027514,0001000027514,260
1000027515,0001000027515,224
1000027516,0001000027516,643
1000027517,0001000027517,416
1000027518,0001000027518,479
1000027519,0001000027519,86
1000027520,0001000027520,222
1000027521,0001000027521,95
1000027522,0001000027522,300
1000027535,0001000027535,128
1000027536,0001000027536,48
1000027537,0001000027537,91
1000027538,0001000027538,288
1000027539,0001000027539,139
1000027540,0001000027540,88
1000027541,0001000027541,434
1000027542,0001000027542,12
1000027543,0001000027543,160
1000027544,0001000027544,55
1000027545,0001000027545,90
1000028001,0001000028001,50
1000028002,0001000028002,72
1000028003,0001000028003,402
1000028004,0001000028004,15
1000028005,0001000028005,251
1000028006,0001000028006,239
1000028007,0001000028007,176
1000028008,0001000028008,207
1000028009,0001000028009,85
1000028010,0001000028010,320
1000028011,0001000028011,316
1000028012,0001000028012,212
1000028013,0001000028013,24
1000028014,0001000028014,148
1000028016,0001000028016,254
1000028017,0001000028017,211
1000028018,0001000028018,100
1000028019,0001000028019,230
1000028020,0001000028020,613
1000028021,0001000028021,161
1000028022,0001000028022,54
1000028023,0001000028023,192
1000028024,0001000028024,48
1000028025,0001000028025,66
1000028026,0001000028026,105
1000028027,0001000028027,66
1000028028,0001000028028,634
1000028029,0001000028029,1329
1000028030,0001000028030,239
1000028031,0001000028031,329
1000028032,0001000028032,598
1000028033,0001000028033,724
1000028034,0001000028034,541
1000028035,0001000028035,308
1000028036,0001000028036,107
1000028037,0001000028037,420
1000028038,0001000028038,242
1000028039,0001000028039,126
1000028040,0001000028040,51
1000028041,0001000028041,114
1000028042,0001000028042,72
1000028043,0001000028043,64
1000028044,0001000028044,102
1000028045,0001000028045,64
1000028046,0001000028046,4
1000028047,0001000028047,19
1000028048,0001000028048,70
1000028049,0001000028049,63
1000028050,0001000028050,12
1000028051,0001000028051,12
1000028052,0001000028052,9
1000028053,0001000028053,792
1000028054,0001000028054,320
1000028055,0001000028055,488
1000028056,0001000028056,338
1000028057,0001000028057,222
1000028058,0001000028058,404
1000028059,0001000028059,219
1000028060,0001000028060,174
1000028061,0001000028061,17
1000028062,0001000028062,344
1000028063,0001000028063,68
1000028064,0001000028064,46
1000028065,0001000028065,30
1000028066,0001000028066,6
1000028067,0001000028067,30
1000028068,0001000028068,1
1000028069,0001000028069,209
1000028071,0001000028071,120
1000028072,0001000028072,1681
1000028073,0001000028073,122
1000028074,0001000028074,42
1000028075,0001000028075,173
1000028076,0001000028076,130
1000028077,0001000028077,975
1000028079,0001000028079,675
1000028080,0001000028080,343
1000028081,0001000028081,328
1000028082,0001000028082,368
1000028083,0001000028083,485
1000028084,0001000028084,99
1000028085,0001000028085,144
1000028086,0001000028086,25
1000028087,0001000028087,90
1000028088,0001000028088,111
1000028089,0001000028089,118
1000028090,0001000028090,120
1000028091,0001000028091,106
1000028092,0001000028092,35
1000028093,0001000028093,123
1000028094,0001000028094,575
1000028095,0001000028095,570
1000028096,0001000028096,496
1000028097,0001000028097,369
1000028098,0001000028098,233
1000028099,0001000028099,92
1000028100,0001000028100,61
1000028101,0001000028101,10
1000028105,0001000028105,180
1000028106,0001000028106,177
1000028107,0001000028107,90
1000028108,0001000028108,314
1000028109,0001000028109,371
1000028110,0001000028110,951
1000028111,0001000028111,424
1000028112,0001000028112,579
1000028113,0001000028113,111
1000028114,0001000028114,387
1000028115,0001000028115,471
1000028116,0001000028116,574
1000028117,0001000028117,186
1000028118,0001000028118,366
1000028119,0001000028119,188
1000028120,0001000028120,164
1000028121,0001000028121,105
1000028122,0001000028122,290
1000028123,0001000028123,322
1000028124,0001000028124,600
1000028125,0001000028125,98
1000028126,0001000028126,226
1000028127,0001000028127,282
1000028128,0001000028128,418
1000028129,0001000028129,60
1000028130,0001000028130,42
1000028131,0001000028131,997
1000028132,0001000028132,521
1000028133,0001000028133,748
1000028134,0001000028134,180
1000028135,0001000028135,511
1000028136,0001000028136,346
1000028137,0001000028137,204
1000028138,0001000028138,262
1000028139,0001000028139,320
1000028140,0001000028140,98
1000028141,0001000028141,29
1000028142,0001000028142,110
1000028143,0001000028143,70
1000028144,0001000028144,5
1000028145,0001000028145,60
1000028147,0001000028147,369
1000028148,0001000028148,233
1000028149,0001000028149,92
1000028150,0001000028150,35
1000028151,0001000028151,10
1000028152,0001000028152,496
1000028153,0001000028153,99
1000028154,0001000028154,485
1000028155,0001000028155,61
1000028156,0001000028156,292
1000028157,0001000028157,143
1000028158,0001000028158,165
1000028159,0001000028159,65
1000028160,0001000028160,160
1000028161,0001000028161,106
1000028162,0001000028162,80
1000028163,0001000028163,16
1000028164,0001000028164,12
1000028165,0001000028165,1720
1000028166,0001000028166,2280
1000028167,0001000028167,904
1000028168,0001000028168,840
1000028169,0001000028169,208
1000028170,0001000028170,565
1000028171,0001000028171,28
1000028172,0001000028172,42
1000028173,0001000028173,530
1000028174,0001000028174,397
1000028175,0001000028175,252
1000028176,0001000028176,213
1000028177,0001000028177,128
1000028178,0001000028178,580
1000028179,0001000028179,415
1000028180,0001000028180,438
1000028181,0001000028181,157
1000028182,0001000028182,224
1000028183,0001000028183,133
1000028184,0001000028184,104
1000028185,0001000028185,45
1000028186,0001000028186,90
1000028187,0001000028187,16
1000028188,0001000028188,84
1000028189,0001000028189,90
1000028190,0001000028190,204
1000028191,0001000028191,102
1000028192,0001000028192,7
1000028193,0001000028193,72
1000028194,0001000028194,30
1000028195,0001000028195,36
1000028196,0001000028196,235
1000028197,0001000028197,132
1000028198,0001000028198,145
1000028199,0001000028199,44
1000028200,0001000028200,134
1000028201,0001000028201,135
1000028202,0001000028202,190
1000028203,0001000028203,166
1000028204,0001000028204,92
1000028205,0001000028205,44
1000028207,0001000028207,38
1000028208,0001000028208,84
1000028209,0001000028209,70
1000028210,0001000028210,1970
1000028211,0001000028211,1080
1000028212,0001000028212,850
1000028213,0001000028213,771
1000028214,0001000028214,183
1000028215,0001000028215,272
1000028216,0001000028216,248
1000028217,0001000028217,345
1000028218,0001000028218,185
1000028219,0001000028219,129
1000028220,0001000028220,180
1000028221,0001000028221,129
1000028222,0001000028222,60
1000028223,0001000028223,70
1000028224,0001000028224,30
1000028225,0001000028225,56
1000028226,0001000028226,103
1000028227,0001000028227,1854
1000028228,0001000028228,1500
1000028229,0001000028229,510
1000028230,0001000028230,100
1000028231,0001000028231,215
1000028232,0001000028232,250
1000028233,0001000028233,237
1000028234,0001000028234,643
1000028235,0001000028235,482
1000028236,0001000028236,287
1000028237,0001000028237,165
1000028238,0001000028238,239
1000028239,0001000028239,195
1000028240,0001000028240,196
1000028241,0001000028241,321
1000028242,0001000028242,8
1000028243,0001000028243,150
1000028244,0001000028244,35
1000028245,0001000028245,50
1000028246,0001000028246,9
1000028247,0001000028247,100
1000028248,0001000028248,272
1000028249,0001000028249,114
1000028250,0001000028250,50
1000028251,0001000028251,10
1000028252,0001000028252,149
1000028253,0001000028253,288
1000028254,0001000028254,404
1000028255,0001000028255,274
1000028256,0001000028256,15
1000028257,0001000028257,103
1000028258,0001000028258,1
1000028259,0001000028259,352
1000028260,0001000028260,27
1000028261,0001000028261,148
1000028262,0001000028262,228
1000028263,0001000028263,378
1000028264,0001000028264,170
1000028265,0001000028265,294
1000028266,0001000028266,181
1000028267,0001000028267,152
1000028268,0001000028268,1333
1000028269,0001000028269,1506
1000028270,0001000028270,1501
1000028271,0001000028271,522
1000028272,0001000028272,800
1000028273,0001000028273,120
1000028274,0001000028274,157
1000028275,0001000028275,109
1000028276,0001000028276,69
1000028277,0001000028277,42
1000028278,0001000028278,20
1000028279,0001000028279,20
1000028280,0001000028280,2
1000028281,0001000028281,145
1000028282,0001000028282,2855
1000028283,0001000028283,1200
1000028284,0001000028284,231
1000028285,0001000028285,205
1000028286,0001000028286,21
1000028287,0001000028287,64
1000028288,0001000028288,885
1000028289,0001000028289,527
1000028290,0001000028290,761
1000028291,0001000028291,555
1000028292,0001000028292,408
1000028293,0001000028293,348
1000028294,0001000028294,276
1000028295,0001000028295,128
1000028296,0001000028296,119
1000028297,0001000028297,25
1000028298,0001000028298,80
1000028299,0001000028299,94
1000028300,0001000028300,96
1000028301,0001000028301,735
1000028302,0001000028302,1756
1000028303,0001000028303,1403
1000028304,0001000028304,624
1000028305,0001000028305,1114
1000028306,0001000028306,133
1000028307,0001000028307,382
1000028308,0001000028308,305
1000028309,0001000028309,360
1000028310,0001000028310,198
1000028311,0001000028311,310
1000028312,0001000028312,54
1000028313,0001000028313,29
1000028314,0001000028314,13400
1000028315,0001000028315,7518
1000028316,0001000028316,1800
1000028317,0001000028317,528
1000028318,0001000028318,239
1000028319,0001000028319,130
1000028320,0001000028320,150
1000028321,0001000028321,127
1000028322,0001000028322,110
1000028323,0001000028323,56
1000028324,0001000028324,120
1000028325,0001000028325,22
1000028326,0001000028326,110
1000028327,0001000028327,15
1000028328,0001000028328,135
1000028329,0001000028329,611
1000028330,0001000028330,392
1000028331,0001000028331,728
1000028332,0001000028332,186
1000028333,0001000028333,487
1000028334,0001000028334,336
1000028335,0001000028335,74
1000028336,0001000028336,348
1000028337,0001000028337,290
1000028338,0001000028338,259
1000028339,0001000028339,248
1000028340,0001000028340,246
1000028341,0001000028341,210
1000028342,0001000028342,198
1000028343,0001000028343,126
1000028344,0001000028344,150
1000028345,0001000028345,136
1000028346,0001000028346,71
1000028347,0001000028347,1
1000028348,0001000028348,24
1000028349,0001000028349,92
1000028350,0001000028350,1035
1000028351,0001000028351,390
1000028352,0001000028352,500
1000028353,0001000028353,290
1000028354,0001000028354,434
1000028355,0001000028355,220
1000028356,0001000028356,233
1000028357,0001000028357,132
1000028358,0001000028358,163
1000028359,0001000028359,128
1000028360,0001000028360,126
1000028361,0001000028361,92
1000028362,0001000028362,75
1000028363,0001000028363,46
1000028364,0001000028364,1
1000028365,0001000028365,60
1000028366,0001000028366,1150
1000028367,0001000028367,214
1000028368,0001000028368,210
1000028369,0001000028369,159
1000028370,0001000028370,60
1000028371,0001000028371,47
1000028372,0001000028372,1598
1000028373,0001000028373,359
1000028374,0001000028374,8
1000028375,0001000028375,20
1000028376,0001000028376,669
1000028377,0001000028377,647
1000028378,0001000028378,316
1000028379,0001000028379,394
1000028380,0001000028380,94
1000028381,0001000028381,107
1000028382,0001000028382,129
1000028383,0001000028383,491
1000028384,0001000028384,1054
1000028385,0001000028385,471
1000028386,0001000028386,485
1000028387,0001000028387,2
1000028388,0001000028388,232
1000028389,0001000028389,539
1000028390,0001000028390,320
1000028391,0001000028391,559
1000028392,0001000028392,163
1000028393,0001000028393,410
1000028394,0001000028394,300
1000028395,0001000028395,120
1000028396,0001000028396,24
1000028397,0001000028397,522
1000028398,0001000028398,188
1000028399,0001000028399,215
1000028400,0001000028400,168
1000028401,0001000028401,32
1000028402,0001000028402,380
1000028403,0001000028403,259
1000028404,0001000028404,122
1000028405,0001000028405,240
1000028406,0001000028406,360
1000028407,0001000028407,197
1000028408,0001000028408,146
1000028409,0001000028409,29
1000028410,0001000028410,145
1000028411,0001000028411,89
1000028412,0001000028412,12
1000028413,0001000028413,72
1000028414,0001000028414,3
1000028415,0001000028415,74
1000028416,0001000028416,30
1000028417,0001000028417,71
1000028418,0001000028418,30
1000028419,0001000028419,406
1000028420,0001000028420,5
1000028421,0001000028421,37
1000028422,0001000028422,40
1000028423,0001000028423,20
1000028425,0001000028425,175
1000028426,0001000028426,145
1000028427,0001000028427,139
1000028428,0001000028428,139
1000028429,0001000028429,49
1000028430,0001000028430,90
1000028431,0001000028431,40
1000028432,0001000028432,40
1000028433,0001000028433,20
1000028434,0001000028434,58
1000028435,0001000028435,8
1000028436,0001000028436,75
1000028437,0001000028437,120
1000028438,0001000028438,329
1000028439,0001000028439,120
1000028440,0001000028440,501
1000028441,0001000028441,253
1000028442,0001000028442,558
1000028443,0001000028443,62
1000028444,0001000028444,52
1000028445,0001000028445,246
1000028446,0001000028446,140
1000028447,0001000028447,59
1000028448,0001000028448,114
1000028449,0001000028449,166
1000028450,0001000028450,113
1000028451,0001000028451,111
1000028452,0001000028452,73
1000028453,0001000028453,36
1000028454,0001000028454,170
1000028455,0001000028455,209
1000028456,0001000028456,101
1000028457,0001000028457,29
1000028458,0001000028458,20
1000028459,0001000028459,120
1000028460,0001000028460,93
1000028461,0001000028461,779
1000028462,0001000028462,716
1000028463,0001000028463,600
1000028464,0001000028464,300
1000028465,0001000028465,163
1000028466,0001000028466,157
1000028467,0001000028467,177
1000028468,0001000028468,40
1000028469,0001000028469,36
1000028470,0001000028470,30
1000028471,0001000028471,25
1000028472,0001000028472,947
1000028473,0001000028473,437
1000028474,0001000028474,530
1000028475,0001000028475,274
1000028476,0001000028476,168
1000028477,0001000028477,197
1000028478,0001000028478,166
1000028479,0001000028479,142
1000028480,0001000028480,20
1000028481,0001000028481,6
1000028482,0001000028482,16
1000028483,0001000028483,15
1000028484,0001000028484,72
1000028485,0001000028485,123
1000028486,0001000028486,26
1000028487,0001000028487,24
1000028488,0001000028488,36
1000028489,0001000028489,5
1000028490,0001000028490,10
1000028491,0001000028491,139
1000028492,0001000028492,685
1000028493,0001000028493,345
1000028494,0001000028494,138
1000028495,0001000028495,201
1000028496,0001000028496,47
1000028497,0001000028497,127
1000028498,0001000028498,51
1000028499,0001000028499,84
1000028500,0001000028500,67
1000028501,0001000028501,187
1000028502,0001000028502,30
1000028503,0001000028503,360
1000028504,0001000028504,118
1000028505,0001000028505,104
1000028506,0001000028506,42
1000028507,0001000028507,75
1000028508,0001000028508,211
1000028509,0001000028509,1474
1000028510,0001000028510,581
1000028511,0001000028511,1251
1000028512,0001000028512,260
1000028513,0001000028513,81
1000028514,0001000028514,204
1000028515,0001000028515,295
1000028516,0001000028516,116
1000028517,0001000028517,116
1000028518,0001000028518,20
1000028519,0001000028519,108
1000028520,0001000028520,74
1000028521,0001000028521,444
1000028522,0001000028522,822
1000028523,0001000028523,472
1000028524,0001000028524,504
1000028525,0001000028525,523
1000028526,0001000028526,235
1000028527,0001000028527,83
1000028528,0001000028528,85
1000028529,0001000028529,270
1000028530,0001000028530,132
1000028531,0001000028531,15
1000028532,0001000028532,20
1000028533,0001000028533,14
1000028534,0001000028534,6
1000028535,0001000028535,1602
1000028536,0001000028536,1517
1000028537,0001000028537,234
1000028538,0001000028538,92
1000028539,0001000028539,234
1000028540,0001000028540,30
1000028541,0001000028541,62
1000028542,0001000028542,48
1000028543,0001000028543,46
1000028544,0001000028544,70
1000028545,0001000028545,90
1000028546,0001000028546,123
1000028547,0001000028547,66
1000028548,0001000028548,60
1000028549,0001000028549,144
1000028550,0001000028550,108
1000028551,0001000028551,48
1000028552,0001000028552,196
1000028553,0001000028553,648
1000028554,0001000028554,585
1000028555,0001000028555,1391
1000028556,0001000028556,1130
1000028557,0001000028557,1525
1000028558,0001000028558,371
1000028559,0001000028559,306
1000028560,0001000028560,30
1000028561,0001000028561,74
1000028562,0001000028562,26
1000028563,0001000028563,48
1000028564,0001000028564,51
1000028565,0001000028565,71
1000028566,0001000028566,81
1000028567,0001000028567,83
1000028568,0001000028568,60
1000028569,0001000028569,80
1000028570,0001000028570,51
1000028571,0001000028571,18
1000028572,0001000028572,60
1000028573,0001000028573,251
1000028574,0001000028574,965
1000028575,0001000028575,412
1000028576,0001000028576,171
1000028577,0001000028577,435
1000028578,0001000028578,109
1000028579,0001000028579,146
1000028580,0001000028580,24
1000028581,0001000028581,94
1000028582,0001000028582,16
1000028583,0001000028583,340
1000028584,0001000028584,40
1000028585,0001000028585,633
1000028586,0001000028586,297
1000028587,0001000028587,354
1000028588,0001000028588,469
1000028589,0001000028589,620
1000028590,0001000028590,354
1000028591,0001000028591,116
1000028592,0001000028592,743
1000028593,0001000028593,789
1000028594,0001000028594,360
1000028595,0001000028595,602
1000028596,0001000028596,84
1000028597,0001000028597,74
1000028598,0001000028598,207
1000028599,0001000028599,290
1000028600,0001000028600,210
1000028601,0001000028601,192
1000028602,0001000028602,114
1000028603,0001000028603,74
1000028604,0001000028604,45
1000028605,0001000028605,124
1000028606,0001000028606,71
1000028607,0001000028607,150
1000028608,0001000028608,150
1000028609,0001000028609,200
1000028610,0001000028610,141
1000028611,0001000028611,162
1000028612,0001000028612,100
1000028613,0001000028613,317
1000028614,0001000028614,250
1000028615,0001000028615,200
1000028616,0001000028616,30
1000028617,0001000028617,30
1000028618,0001000028618,16
1000028619,0001000028619,2
1000028620,0001000028620,12
1000028621,0001000028621,24
1000028622,0001000028622,4
1000028623,0001000028623,12
1000028624,0001000028624,6
1000028625,0001000028625,4
1000028626,0001000028626,4
1000028628,0001000028628,95
1000028629,0001000028629,122
1000028630,0001000028630,582
1000028631,0001000028631,422
1000028632,0001000028632,236
1000028633,0001000028633,1177
1000028634,0001000028634,1704
1000028635,0001000028635,685
1000028636,0001000028636,392
1000028637,0001000028637,19
1000028638,0001000028638,368
1000028639,0001000028639,313
1000028640,0001000028640,54
1000028641,0001000028641,49
1000028642,0001000028642,98
1000028643,0001000028643,60
1000028644,0001000028644,53
1000028645,0001000028645,104
1000028646,0001000028646,30
1000028647,0001000028647,30
1000028648,0001000028648,634
1000028649,0001000028649,818
1000028650,0001000028650,1570
1000028651,0001000028651,642
1000028652,0001000028652,80
1000028653,0001000028653,20
1000028654,0001000028654,24
1000028655,0001000028655,22
1000028656,0001000028656,989
1000028657,0001000028657,1165
1000028658,0001000028658,1408
1000028659,0001000028659,992
1000028660,0001000028660,1423
1000028661,0001000028661,978
1000028662,0001000028662,606
1000028663,0001000028663,300
1000028664,0001000028664,124
1000028665,0001000028665,101
1000028666,0001000028666,742
1000028667,0001000028667,338
1000028668,0001000028668,738
1000028669,0001000028669,141
1000028670,0001000028670,248
1000028671,0001000028671,110
1000028672,0001000028672,175
1000028673,0001000028673,207
1000028674,0001000028674,167
1000028675,0001000028675,165
1000028676,0001000028676,174
1000028677,0001000028677,216
1000028678,0001000028678,427
1000028679,0001000028679,717
1000028680,0001000028680,2130
1000028681,0001000028681,267
1000028682,0001000028682,107
1000028683,0001000028683,166
1000028684,0001000028684,475
1000028685,0001000028685,425
1000028686,0001000028686,225
1000028687,0001000028687,1537
1000028688,0001000028688,214
1000028689,0001000028689,801
1000028690,0001000028690,271
1000028691,0001000028691,732
1000028692,0001000028692,44
1000028693,0001000028693,723
1000028694,0001000028694,325
1000028695,0001000028695,341
1000028696,0001000028696,166
1000028697,0001000028697,266
1000028698,0001000028698,408
1000028699,0001000028699,102
1000028700,0001000028700,156
1000028701,0001000028701,44
1000028702,0001000028702,300
1000028703,0001000028703,376
1000028704,0001000028704,1130
1000028705,0001000028705,386
1000028706,0001000028706,214
1000028707,0001000028707,246
1000028708,0001000028708,81
1000028709,0001000028709,165
1000028710,0001000028710,29
1000028711,0001000028711,70
1000028712,0001000028712,168
1000028714,0001000028714,20
1000028715,0001000028715,52
1000028716,0001000028716,352
1000028717,0001000028717,2808
1000028718,0001000028718,2340
1000028719,0001000028719,944
1000028720,0001000028720,223
1000028721,0001000028721,569
1000028722,0001000028722,930
1000028723,0001000028723,122
1000028724,0001000028724,1073
1000028725,0001000028725,169
1000028726,0001000028726,702
1000028727,0001000028727,54
1000028728,0001000028728,224
1000028729,0001000028729,181
1000028730,0001000028730,210
1000028731,0001000028731,72
1000028732,0001000028732,559
1000028733,0001000028733,421
1000028734,0001000028734,193
1000028735,0001000028735,10
1000028736,0001000028736,919
1000028737,0001000028737,166
1000028738,0001000028738,210
1000028739,0001000028739,537
1000028740,0001000028740,420
