remito,remitoOriginal,cantidad
1000026090,0001000026090,40
1000026091,0001000026091,7
1000026092,0001000026092,37
1000026093,0001000026093,25
1000026094,0001000026094,20
1000026095,0001000026095,4
1000026096,0001000026096,4
1000026097,0001000026097,34
1000026098,0001000026098,42
1000026099,0001000026099,10
1000026100,0001000026100,30
1000026101,0001000026101,55
1000026102,0001000026102,34
1000026103,0001000026103,177
1000026104,0001000026104,171
1000026105,0001000026105,260
1000026106,0001000026106,181
1000026107,0001000026107,1300
1000026108,0001000026108,1040
1000026109,0001000026109,688
1000026110,0001000026110,481
1000026111,0001000026111,234
1000026112,0001000026112,124
1000026113,0001000026113,1170
1000026114,0001000026114,1170
1000026115,0001000026115,312
1000026116,0001000026116,182
1000026117,0001000026117,11
1000026118,0001000026118,437
1000026119,0001000026119,63
1000026120,0001000026120,292
1000026121,0001000026121,502
1000026122,0001000026122,142
1000026123,0001000026123,684
1000026124,0001000026124,210
1000026125,0001000026125,8
1000026126,0001000026126,256
1000026127,0001000026127,785
1000026128,0001000026128,297
1000026129,0001000026129,386
1000026130,0001000026130,312
1000026131,0001000026131,63
1000026132,0001000026132,202
1000026133,0001000026133,111
1000026134,0001000026134,94
1000026135,0001000026135,109
1000026136,0001000026136,167
1000026137,0001000026137,5
1000026138,0001000026138,19
1000026139,0001000026139,12
1000026140,0001000026140,10
1000026141,0001000026141,29
1000026142,0001000026142,38
1000026143,0001000026143,42
1000026144,0001000026144,46
1000026145,0001000026145,15
1000026146,0001000026146,60
1000026147,0001000026147,41
1000026148,0001000026148,24
1000026149,0001000026149,463
1000026150,0001000026150,1200
1000026151,0001000026151,132
1000026154,0001000026154,100
1000026155,0001000026155,1
1000026156,0001000026156,18
1000026157,0001000026157,10
1000026158,0001000026158,85
1000026159,0001000026159,2
1000026160,0001000026160,20
1000026161,0001000026161,102
1000026162,0001000026162,387
1000026163,0001000026163,960
1000026164,0001000026164,284
1000026165,0001000026165,630
1000026166,0001000026166,1342
1000026167,0001000026167,498
1000026168,0001000026168,232
1000026169,0001000026169,147
1000026170,0001000026170,565
1000026171,0001000026171,10
1000026172,0001000026172,371
1000026173,0001000026173,314
1000026174,0001000026174,60
1000026175,0001000026175,190
1000026176,0001000026176,24
1000026177,0001000026177,87
1000026178,0001000026178,84
1000026179,0001000026179,10
1000026180,0001000026180,270
1000026181,0001000026181,460
1000026182,0001000026182,1121
1000026183,0001000026183,741
1000026184,0001000026184,82
1000026185,0001000026185,374
1000026186,0001000026186,1144
1000026187,0001000026187,724
1000026188,0001000026188,720
1000026189,0001000026189,344
1000026190,0001000026190,30
1000026191,0001000026191,277
1000026192,0001000026192,985
1000026193,0001000026193,119
1000026194,0001000026194,4
1000026195,0001000026195,497
1000026196,0001000026196,255
1000026197,0001000026197,280
1000026198,0001000026198,163
1000026199,0001000026199,10
1000026200,0001000026200,100
1000026201,0001000026201,308
1000026202,0001000026202,644
1000026203,0001000026203,158
1000026204,0001000026204,67
1000026205,0001000026205,400
1000026206,0001000026206,696
1000026207,0001000026207,56
1000026208,0001000026208,102
1000026209,0001000026209,40
1000026210,0001000026210,142
1000026211,0001000026211,20
1000026212,0001000026212,11
1000026213,0001000026213,5
1000026214,0001000026214,565
1000026215,0001000026215,98
1000026216,0001000026216,102
1000026217,0001000026217,181
1000026218,0001000026218,116
1000026219,0001000026219,488
1000026220,0001000026220,245
1000026221,0001000026221,285
1000026222,0001000026222,801
1000026223,0001000026223,55
1000026224,0001000026224,43
1000026225,0001000026225,36
1000026226,0001000026226,300
1000026227,0001000026227,2
1000026228,0001000026228,790
1000026229,0001000026229,290
1000026230,0001000026230,204
1000026231,0001000026231,99
1000026232,0001000026232,203
1000026233,0001000026233,110
1000026234,0001000026234,114
1000026235,0001000026235,133
1000026236,0001000026236,4
1000026237,0001000026237,2
1000026238,0001000026238,35
1000026239,0001000026239,50
1000026240,0001000026240,81
1000026241,0001000026241,3
1000026242,0001000026242,195
1000026243,0001000026243,40
1000026244,0001000026244,26
1000026245,0001000026245,10
1000026246,0001000026246,26
1000026247,0001000026247,11
1000026248,0001000026248,24
1000026249,0001000026249,726
1000026250,0001000026250,1132
1000026251,0001000026251,262
1000026252,0001000026252,229
1000026253,0001000026253,127
1000026254,0001000026254,93
1000026255,0001000026255,1020
1000026256,0001000026256,1240
1000026257,0001000026257,320
1000026258,0001000026258,305
1000026259,0001000026259,1084
1000026260,0001000026260,308
1000026261,0001000026261,79
1000026262,0001000026262,383
1000026263,0001000026263,304
1000026264,0001000026264,201
1000026265,0001000026265,63
1000026266,0001000026266,397
1000026267,0001000026267,73
1000026268,0001000026268,394
1000026269,0001000026269,78
1000026270,0001000026270,756
1000026271,0001000026271,376
1000026272,0001000026272,123
1000026273,0001000026273,674
1000026274,0001000026274,55
1000026275,0001000026275,381
1000026276,0001000026276,784
1000026277,0001000026277,26
1000026278,0001000026278,571
1000026279,0001000026279,496
1000026280,0001000026280,350
1000026281,0001000026281,94
1000026282,0001000026282,687
1000026283,0001000026283,104
1000026284,0001000026284,66
1000026285,0001000026285,39
1000026286,0001000026286,49
1000026287,0001000026287,52
1000026288,0001000026288,625
1000026289,0001000026289,1632
1000026290,0001000026290,431
1000026291,0001000026291,986
1000026292,0001000026292,439
1000026293,0001000026293,344
1000026294,0001000026294,48
1000026295,0001000026295,336
1000026296,0001000026296,186
1000026297,0001000026297,110
1000026298,0001000026298,161
1000026299,0001000026299,240
1000026300,0001000026300,144
1000026301,0001000026301,50
1000026302,0001000026302,33
1000026303,0001000026303,48
1000026304,0001000026304,68
1000026305,0001000026305,2
1000026306,0001000026306,609
1000026307,0001000026307,211
1000026308,0001000026308,543
1000026309,0001000026309,1246
1000026310,0001000026310,266
1000026311,0001000026311,213
1000026312,0001000026312,2
1000026313,0001000026313,230
1000026314,0001000026314,50
1000026315,0001000026315,846
1000026316,0001000026316,167
1000026317,0001000026317,132
1000026318,0001000026318,159
1000026319,0001000026319,88
1000026320,0001000026320,26
1000026321,0001000026321,296
1000026322,0001000026322,124
1000026323,0001000026323,1274
1000026324,0001000026324,983
1000026325,0001000026325,194
1000026326,0001000026326,618
1000026327,0001000026327,987
1000026328,0001000026328,418
1000026329,0001000026329,114
1000026330,0001000026330,60
1000026331,0001000026331,111
1000026332,0001000026332,141
1000026333,0001000026333,12
1000026334,0001000026334,340
1000026335,0001000026335,115
1000026336,0001000026336,38
1000026337,0001000026337,8
1000026338,0001000026338,21
1000026339,0001000026339,36
1000026340,0001000026340,33
1000026341,0001000026341,438
1000026342,0001000026342,106
1000026343,0001000026343,155
1000026344,0001000026344,128
1000026345,0001000026345,155
1000026346,0001000026346,4
1000026347,0001000026347,118
1000026348,0001000026348,86
1000026349,0001000026349,245
1000026350,0001000026350,208
1000026351,0001000026351,255
1000026352,0001000026352,85
1000026353,0001000026353,87
1000026354,0001000026354,56
1000026355,0001000026355,108
1000026356,0001000026356,44
1000026357,0001000026357,267
1000026358,0001000026358,112
1000026359,0001000026359,33
1000026360,0001000026360,867
1000026361,0001000026361,190
1000026362,0001000026362,185
1000026363,0001000026363,189
1000026364,0001000026364,110
1000026365,0001000026365,110
1000026366,0001000026366,29
1000026367,0001000026367,15
1000026368,0001000026368,304
1000026369,0001000026369,925
1000026370,0001000026370,845
1000026371,0001000026371,382
1000026372,0001000026372,63
1000026373,0001000026373,305
1000026374,0001000026374,252
1000026375,0001000026375,6
1000026376,0001000026376,15
1000026377,0001000026377,174
1000026378,0001000026378,57
1000026379,0001000026379,365
1000026380,0001000026380,257
1000026381,0001000026381,190
1000026382,0001000026382,84
1000026383,0001000026383,45
1000026384,0001000026384,72
1000026385,0001000026385,248
1000026386,0001000026386,84
1000026387,0001000026387,22
1000026388,0001000026388,108
1000026389,0001000026389,60
1000026390,0001000026390,100
1000026391,0001000026391,112
1000026392,0001000026392,104
1000026393,0001000026393,448
1000026394,0001000026394,321
1000026395,0001000026395,196
1000026396,0001000026396,79
1000026397,0001000026397,440
1000026398,0001000026398,120
1000026399,0001000026399,179
1000026400,0001000026400,358
1000026401,0001000026401,276
1000026402,0001000026402,166
1000026403,0001000026403,111
1000026404,0001000026404,296
1000026405,0001000026405,314
1000026406,0001000026406,943
1000026407,0001000026407,400
1000026408,0001000026408,101
1000026409,0001000026409,10
1000026410,0001000026410,84
1000026411,0001000026411,84
1000026412,0001000026412,96
1000026413,0001000026413,96
1000026414,0001000026414,55
1000026415,0001000026415,220
1000026416,0001000026416,316
1000026417,0001000026417,322
1000026418,0001000026418,70
1000026419,0001000026419,287
1000026420,0001000026420,520
1000026421,0001000026421,360
1000026422,0001000026422,371
1000026423,0001000026423,130
1000026424,0001000026424,108
1000026425,0001000026425,40
1000026426,0001000026426,100
1000026427,0001000026427,57
1000026428,0001000026428,35
1000026429,0001000026429,70
1000026430,0001000026430,463
1000026431,0001000026431,114
1000026432,0001000026432,438
1000026433,0001000026433,298
1000026434,0001000026434,440
1000026435,0001000026435,281
1000026436,0001000026436,270
1000026437,0001000026437,123
1000026438,0001000026438,98
1000026439,0001000026439,76
1000026440,0001000026440,2
1000026441,0001000026441,151
1000026442,0001000026442,1
1000026443,0001000026443,226
1000026444,0001000026444,230
1000026445,0001000026445,613
1000026446,0001000026446,68
1000026447,0001000026447,1279
1000026448,0001000026448,1042
1000026449,0001000026449,703
1000026450,0001000026450,251
1000026451,0001000026451,13
1000026453,0001000026453,70
1000026454,0001000026454,119
1000026455,0001000026455,110
1000026456,0001000026456,250
1000026457,0001000026457,1248
1000026458,0001000026458,633
1000026459,0001000026459,528
1000026460,0001000026460,290
1000026461,0001000026461,112
1000026462,0001000026462,1800
1000026463,0001000026463,700
1000026464,0001000026464,294
1000026465,0001000026465,264
1000026466,0001000026466,197
1000026467,0001000026467,332
1000026468,0001000026468,70
1000026469,0001000026469,146
1000026470,0001000026470,26
1000026471,0001000026471,51
1000026472,0001000026472,50
1000026473,0001000026473,53
1000026474,0001000026474,50
1000026475,0001000026475,199
1000026476,0001000026476,62
1000026477,0001000026477,1
1000026478,0001000026478,126
1000026479,0001000026479,357
1000026480,0001000026480,324
1000026481,0001000026481,84
1000026482,0001000026482,162
1000026483,0001000026483,154
1000026484,0001000026484,118
1000026485,0001000026485,139
1000026486,0001000026486,120
1000026487,0001000026487,90
1000026488,0001000026488,30
1000026489,0001000026489,1045
1000026490,0001000026490,472
1000026491,0001000026491,1005
1000026492,0001000026492,846
1000026493,0001000026493,531
1000026494,0001000026494,320
1000026495,0001000026495,155
1000026496,0001000026496,90
1000026497,0001000026497,877
1000026498,0001000026498,177
1000026499,0001000026499,617
1000026500,0001000026500,170
1000026501,0001000026501,520
1000026502,0001000026502,318
1000026503,0001000026503,120
1000026504,0001000026504,734
1000026505,0001000026505,276
1000026506,0001000026506,774
1000026507,0001000026507,703
1000026508,0001000026508,821
1000026509,0001000026509,1094
1000026510,0001000026510,63
1000026511,0001000026511,855
1000026512,0001000026512,1092
1000026513,0001000026513,579
1000026514,0001000026514,1415
1000026515,0001000026515,481
1000026516,0001000026516,177
1000026517,0001000026517,201
1000026518,0001000026518,170
1000026519,0001000026519,100
1000026520,0001000026520,34
1000026521,0001000026521,235
1000026522,0001000026522,218
1000026523,0001000026523,194
1000026524,0001000026524,170
1000026525,0001000026525,334
1000026526,0001000026526,121
1000026527,0001000026527,117
1000026528,0001000026528,50
1000026529,0001000026529,507
1000026530,0001000026530,90
1000026531,0001000026531,573
1000026532,0001000026532,888
1000026533,0001000026533,453
1000026534,0001000026534,847
1000026535,0001000026535,84
1000026536,0001000026536,145
1000026537,0001000026537,116
1000026538,0001000026538,246
1000026539,0001000026539,325
1000026540,0001000026540,370
1000026541,0001000026541,15
1000026542,0001000026542,353
1000026543,0001000026543,269
1000026544,0001000026544,243
1000026551,0001000026551,148
1000026552,0001000026552,245
1000026553,0001000026553,159
1000026554,0001000026554,99
1000026555,0001000026555,22
1000026556,0001000026556,11
1000026557,0001000026557,73
1000026558,0001000026558,50
1000026559,0001000026559,12
1000026560,0001000026560,100
1000026561,0001000026561,10
1000026562,0001000026562,42
1000026563,0001000026563,9
1000026564,0001000026564,27
1000026565,0001000026565,225
1000026566,0001000026566,15
1000026567,0001000026567,50
1000026568,0001000026568,22
1000026569,0001000026569,6
1000026570,0001000026570,34
1000026571,0001000026571,6
1000026572,0001000026572,31
1000026573,0001000026573,5
1000026574,0001000026574,6
1000026575,0001000026575,500
1000026576,0001000026576,80
1000026577,0001000026577,305
1000026578,0001000026578,110
1000026579,0001000026579,10
1000026580,0001000026580,30
1000026581,0001000026581,224
1000026582,0001000026582,166
1000026583,0001000026583,160
1000026584,0001000026584,170
1000026585,0001000026585,261
1000026586,0001000026586,54
1000026587,0001000026587,175
1000026588,0001000026588,74
1000026589,0001000026589,84
1000026590,0001000026590,60
1000026591,0001000026591,35
1000026592,0001000026592,492
1000026593,0001000026593,151
1000026594,0001000026594,60
1000026595,0001000026595,207
1000026596,0001000026596,202
1000026597,0001000026597,54
1000026598,0001000026598,420
1000026599,0001000026599,80
1000026600,0001000026600,86
1000026601,0001000026601,56
1000026602,0001000026602,408
1000026604,0001000026604,303
1000026605,0001000026605,451
1000026606,0001000026606,518
1000026607,0001000026607,352
1000026608,0001000026608,185
1000026609,0001000026609,119
1000026610,0001000026610,272
1000026611,0001000026611,97
1000026612,0001000026612,127
1000026613,0001000026613,64
1000026614,0001000026614,69
1000026615,0001000026615,671
1000026616,0001000026616,139
1000026617,0001000026617,495
1000026618,0001000026618,686
1000026619,0001000026619,516
1000026620,0001000026620,380
1000026621,0001000026621,994
1000026622,0001000026622,928
1000026623,0001000026623,280
1000026624,0001000026624,705
1000026625,0001000026625,544
1000026626,0001000026626,143
1000026628,0001000026628,326
1000026629,0001000026629,218
1000026630,0001000026630,24
1000026631,0001000026631,80
1000026632,0001000026632,18
1000026633,0001000026633,117
1000026634,0001000026634,927
1000026635,0001000026635,290
1000026636,0001000026636,126
1000026637,0001000026637,76
1000026638,0001000026638,144
1000026639,0001000026639,120
1000026640,0001000026640,126
1000026641,0001000026641,112
1000026642,0001000026642,82
1000026643,0001000026643,217
1000026644,0001000026644,132
1000026645,0001000026645,61
1000026646,0001000026646,55
1000026647,0001000026647,78
1000026648,0001000026648,60
1000026649,0001000026649,25
1000026650,0001000026650,86
1000026651,0001000026651,23
1000026652,0001000026652,42
1000026653,0001000026653,48
1000026654,0001000026654,497
1000026655,0001000026655,59
1000026656,0001000026656,38
1000026657,0001000026657,114
1000026658,0001000026658,293
1000026659,0001000026659,142
1000026660,0001000026660,30
1000026661,0001000026661,188
1000026663,0001000026663,156
1000026664,0001000026664,417
1000026665,0001000026665,234
1000026666,0001000026666,34
1000026667,0001000026667,265
1000026668,0001000026668,67
1000026669,0001000026669,59
1000026670,0001000026670,193
1000026671,0001000026671,118
1000026672,0001000026672,144
1000026673,0001000026673,669
1000026674,0001000026674,921
1000026675,0001000026675,362
1000026676,0001000026676,386
1000026677,0001000026677,60
1000026678,0001000026678,375
1000026679,0001000026679,263
1000026680,0001000026680,44
1000026681,0001000026681,163
1000026682,0001000026682,347
1000026683,0001000026683,95
1000026684,0001000026684,164
1000026685,0001000026685,160
1000026686,0001000026686,120
1000026687,0001000026687,100
1000026688,0001000026688,87
1000026689,0001000026689,119
1000026690,0001000026690,33
1000026691,0001000026691,6
1000026692,0001000026692,1200
1000026693,0001000026693,102
1000026694,0001000026694,809
1000026695,0001000026695,217
1000026696,0001000026696,630
1000026697,0001000026697,645
1000026698,0001000026698,175
1000026699,0001000026699,535
1000026700,0001000026700,170
1000026701,0001000026701,4
1000026702,0001000026702,278
1000026703,0001000026703,2
1000026704,0001000026704,20
1000026705,0001000026705,1
1000026706,0001000026706,5
1000026707,0001000026707,224
1000026708,0001000026708,500
1000026709,0001000026709,79
1000026710,0001000026710,60
1000026711,0001000026711,4
1000026712,0001000026712,130
1000026713,0001000026713,200
1000026714,0001000026714,112
1000026715,0001000026715,244
1000026716,0001000026716,64
1000026717,0001000026717,202
1000026718,0001000026718,746
1000026719,0001000026719,165
1000026720,0001000026720,247
1000026721,0001000026721,176
1000026722,0001000026722,579
1000026723,0001000026723,90
1000026724,0001000026724,117
1000026725,0001000026725,63
1000026726,0001000026726,7
1000026727,0001000026727,133
1000026728,0001000026728,60
1000026729,0001000026729,50
1000026730,0001000026730,110
1000026731,0001000026731,144
1000026732,0001000026732,47
1000026733,0001000026733,24
1000026734,0001000026734,87
1000026735,0001000026735,273
1000026736,0001000026736,673
1000026737,0001000026737,410
1000026738,0001000026738,250
1000026739,0001000026739,130
1000026740,0001000026740,96
1000026741,0001000026741,350
1000026742,0001000026742,95
1000026743,0001000026743,201
1000026744,0001000026744,16
1000026745,0001000026745,32
1000026746,0001000026746,20
1000026747,0001000026747,16
1000026748,0001000026748,884
1000026749,0001000026749,712
1000026750,0001000026750,468
1000026751,0001000026751,796
1000026752,0001000026752,546
1000026753,0001000026753,657
1000026754,0001000026754,392
1000026755,0001000026755,214
1000026756,0001000026756,178
1000026757,0001000026757,709
1000026758,0001000026758,60
1000026759,0001000026759,36
1000026760,0001000026760,199
1000026761,0001000026761,354
1000026762,0001000026762,620
1000026763,0001000026763,138
1000026764,0001000026764,24
1000026765,0001000026765,190
1000026766,0001000026766,244
1000026767,0001000026767,310
1000026768,0001000026768,193
1000026769,0001000026769,140
1000026770,0001000026770,190
1000026771,0001000026771,20
1000026772,0001000026772,160
1000026773,0001000026773,5
1000026774,0001000026774,8
1000026775,0001000026775,163
1000026776,0001000026776,80
1000026777,0001000026777,179
1000026778,0001000026778,20
1000026779,0001000026779,92
1000026780,0001000026780,101
1000026781,0001000026781,45
1000026782,0001000026782,40
1000026783,0001000026783,159
1000026784,0001000026784,98
1000026785,0001000026785,82
1000026786,0001000026786,145
1000026787,0001000026787,141
1000026788,0001000026788,39
1000026789,0001000026789,10
1000026790,0001000026790,97
1000026791,0001000026791,99
1000026792,0001000026792,150
1000026793,0001000026793,45
1000026794,0001000026794,12
1000026795,0001000026795,3
1000026796,0001000026796,303
1000026797,0001000026797,140
1000026798,0001000026798,283
1000026799,0001000026799,64
1000026800,0001000026800,350
1000026801,0001000026801,60
1000026802,0001000026802,31
1000026803,0001000026803,42
1000026804,0001000026804,112
1000026805,0001000026805,50
1000026806,0001000026806,36
1000026807,0001000026807,110
1000026808,0001000026808,55
1000026809,0001000026809,2
1000026810,0001000026810,32
1000026811,0001000026811,96
1000026812,0001000026812,22
1000026813,0001000026813,80
1000026814,0001000026814,40
1000026815,0001000026815,50
1000026816,0001000026816,20
1000026817,0001000026817,20
1000026818,0001000026818,24
1000026819,0001000026819,156
1000026820,0001000026820,445
1000026821,0001000026821,822
1000026822,0001000026822,203
1000026823,0001000026823,576
1000026824,0001000026824,332
1000026825,0001000026825,90
1000026826,0001000026826,246
1000026827,0001000026827,55
1000026828,0001000026828,98
1000026829,0001000026829,150
1000026830,0001000026830,104
1000026831,0001000026831,126
1000026832,0001000026832,10
1000026833,0001000026833,2
1000026834,0001000026834,381
1000026835,0001000026835,772
1000026836,0001000026836,1413
1000026837,0001000026837,353
1000026838,0001000026838,533
1000026839,0001000026839,120
1000026840,0001000026840,446
1000026841,0001000026841,163
1000026842,0001000026842,120
1000026843,0001000026843,100
1000026844,0001000026844,76
1000026845,0001000026845,69
1000026846,0001000026846,82
1000026847,0001000026847,14
1000026848,0001000026848,41
1000026849,0001000026849,311
1000026850,0001000026850,29
1000026851,0001000026851,453
1000026852,0001000026852,38
1000026853,0001000026853,50
1000026854,0001000026854,667
1000026855,0001000026855,57
1000026856,0001000026856,916
1000026857,0001000026857,551
1000026858,0001000026858,30
1000026859,0001000026859,270
1000026860,0001000026860,90
1000026861,0001000026861,500
1000026862,0001000026862,218
1000026863,0001000026863,386
1000026864,0001000026864,85
1000026865,0001000026865,360
1000026866,0001000026866,216
1000026867,0001000026867,114
1000026868,0001000026868,131
1000026869,0001000026869,273
1000026870,0001000026870,41
1000026871,0001000026871,10
1000026872,0001000026872,221
1000026873,0001000026873,3
1000026874,0001000026874,81
1000026875,0001000026875,25
1000026876,0001000026876,95
1000026877,0001000026877,40
1000026878,0001000026878,37
1000026879,0001000026879,15
1000026880,0001000026880,90
1000026881,0001000026881,90
1000026882,0001000026882,90
1000026883,0001000026883,12
1000026884,0001000026884,12
1000026885,0001000026885,37
1000026886,0001000026886,6
1000026887,0001000026887,3
1000026888,0001000026888,190
1000026889,0001000026889,392
1000026890,0001000026890,364
1000026891,0001000026891,119
1000026892,0001000026892,110
1000026893,0001000026893,141
1000026894,0001000026894,12
1000026895,0001000026895,12
1000026896,0001000026896,62
1000026897,0001000026897,110
1000026898,0001000026898,448
1000026899,0001000026899,704
1000026900,0001000026900,241
1000026901,0001000026901,205
1000026902,0001000026902,320
1000026903,0001000026903,1070
1000026904,0001000026904,214
1000026905,0001000026905,388
1000026906,0001000026906,343
1000026907,0001000026907,150
1000026908,0001000026908,150
1000026909,0001000026909,211
1000026910,0001000026910,87
1000026911,0001000026911,70
1000026912,0001000026912,93
1000026913,0001000026913,12
1000026914,0001000026914,80
1000026915,0001000026915,48
1000026916,0001000026916,20
1000026917,0001000026917,979
1000026918,0001000026918,915
1000026919,0001000026919,334
1000026920,0001000026920,392
1000026921,0001000026921,526
1000026922,0001000026922,44
1000026923,0001000026923,115
1000026924,0001000026924,92
1000026925,0001000026925,310
1000026926,0001000026926,79
1000026927,0001000026927,71
1000026928,0001000026928,36
1000026929,0001000026929,218
1000026930,0001000026930,66
1000026931,0001000026931,194
1000026932,0001000026932,10
1000026933,0001000026933,188
1000026934,0001000026934,16
1000026935,0001000026935,240
1000026936,0001000026936,49
1000026937,0001000026937,44
1000026938,0001000026938,20
1000026940,0001000026940,20
1000026941,0001000026941,20
1000026942,0001000026942,24
1000026943,0001000026943,90
1000026944,0001000026944,40
1000026945,0001000026945,103
1000026946,0001000026946,46
1000026947,0001000026947,3
1000026948,0001000026948,30
1000026949,0001000026949,2
1000026950,0001000026950,2
1000026951,0001000026951,14
1000026952,0001000026952,76
1000026953,0001000026953,92
1000026954,0001000026954,24
1000026955,0001000026955,12
1000026956,0001000026956,45
1000026957,0001000026957,32
1000026958,0001000026958,1
1000026959,0001000026959,85
1000026960,0001000026960,550
1000026961,0001000026961,29
1000026962,0001000026962,20
1000026963,0001000026963,3
1000026964,0001000026964,251
1000026965,0001000026965,33
1000026966,0001000026966,5
1000026967,0001000026967,272
1000026968,0001000026968,62
1000026969,0001000026969,120
1000026970,0001000026970,9
1000026971,0001000026971,606
1000026972,0001000026972,566
1000026973,0001000026973,986
1000026974,0001000026974,212
1000026975,0001000026975,552
1000026976,0001000026976,299
1000026977,0001000026977,180
1000026978,0001000026978,163
1000026979,0001000026979,565
1000026980,0001000026980,259
1000026981,0001000026981,198
1000026982,0001000026982,111
1000026983,0001000026983,183
1000026984,0001000026984,205
1000026985,0001000026985,186
1000026986,0001000026986,106
1000026987,0001000026987,85
1000026988,0001000026988,120
1000026989,0001000026989,105
1000026990,0001000026990,107
1000026991,0001000026991,69
1000026992,0001000026992,210
1000026993,0001000026993,140
1000026994,0001000026994,6
1000026995,0001000026995,90
1000026996,0001000026996,80
1000026997,0001000026997,73
1000026998,0001000026998,500
1000026999,0001000026999,83
1000027000,0001000027000,29
1000027001,0001000027001,40
1000027002,0001000027002,30
1000027003,0001000027003,50
1000027004,0001000027004,15
1000027005,0001000027005,54
1000027006,0001000027006,60
1000027007,0001000027007,2
1000027008,0001000027008,3
1000027009,0001000027009,476
1000027010,0001000027010,358
1000027011,0001000027011,353
1000027012,0001000027012,319
1000027013,0001000027013,388
1000027014,0001000027014,160
1000027015,0001000027015,156
1000027016,0001000027016,18
1000027017,0001000027017,127
1000027018,0001000027018,209
1000027019,0001000027019,169
1000027020,0001000027020,77
1000027021,0001000027021,6
1000027022,0001000027022,53
1000027023,0001000027023,54
1000027024,0001000027024,1
1000027025,0001000027025,42
1000027026,0001000027026,43
1000027027,0001000027027,128
1000027028,0001000027028,19
1000027029,0001000027029,36
1000027030,0001000027030,339
1000027033,0001000027033,328
1000027034,0001000027034,369
1000027035,0001000027035,84
1000027036,0001000027036,46
1000027037,0001000027037,50
1000027038,0001000027038,67
1000027039,0001000027039,71
1000027040,0001000027040,100
1000027041,0001000027041,34
1000027042,0001000027042,15
1000027043,0001000027043,828
1000027044,0001000027044,81
1000027045,0001000027045,433
1000027046,0001000027046,210
1000027047,0001000027047,120
1000027048,0001000027048,30
1000027049,0001000027049,2
1000027050,0001000027050,3
1000027051,0001000027051,5
1000027052,0001000027052,176
1000027053,0001000027053,76
1000027054,0001000027054,36
1000027055,0001000027055,41
1000027056,0001000027056,30
1000027057,0001000027057,225
1000027058,0001000027058,1
1000027059,0001000027059,3
1000027060,0001000027060,548
1000027063,0001000027063,125
1000027064,0001000027064,377
1000027065,0001000027065,100
1000027066,0001000027066,60
1000027067,0001000027067,690
1000027068,0001000027068,167
1000027069,0001000027069,332
1000027070,0001000027070,486
1000027071,0001000027071,179
1000027072,0001000027072,75
1000027073,0001000027073,8
1000027074,0001000027074,90
1000027075,0001000027075,112
1000027076,0001000027076,11
1000027077,0001000027077,399
1000027078,0001000027078,274
1000027079,0001000027079,48
1000027080,0001000027080,807
1000027081,0001000027081,359
1000027082,0001000027082,174
1000027083,0001000027083,72
1000027084,0001000027084,136
1000027085,0001000027085,218
1000027086,0001000027086,200
1000027087,0001000027087,9
1000027088,0001000027088,72
1000027089,0001000027089,65
1000027090,0001000027090,52
1000027091,0001000027091,80
1000027092,0001000027092,22
1000027093,0001000027093,33
1000027094,0001000027094,17
1000027095,0001000027095,10
1000027096,0001000027096,10
1000027097,0001000027097,12
1000027098,0001000027098,70
1000027099,0001000027099,3
1000027100,0001000027100,99
1000027101,0001000027101,107
1000027102,0001000027102,100
1000027103,0001000027103,3
1000027104,0001000027104,721
1000027105,0001000027105,75
1000027106,0001000027106,43
1000027107,0001000027107,32
1000027108,0001000027108,13
1000027109,0001000027109,88
1000027110,0001000027110,90
1000027111,0001000027111,92
1000027112,0001000027112,16
1000027113,0001000027113,1
1000027114,0001000027114,49
1000027115,0001000027115,55
1000027116,0001000027116,24
1000027117,0001000027117,10
1000027118,0001000027118,10
1000027119,0001000027119,130
1000027120,0001000027120,12
1000027121,0001000027121,9
1000027122,0001000027122,84
1000027123,0001000027123,318
1000027124,0001000027124,566
1000027125,0001000027125,155
1000027126,0001000027126,65
1000027127,0001000027127,218
1000027128,0001000027128,1080
1000027129,0001000027129,244
1000027130,0001000027130,513
1000027131,0001000027131,504
1000027132,0001000027132,162
1000027133,0001000027133,3
1000027134,0001000027134,5
1000027135,0001000027135,1368
1000027136,0001000027136,960
1000027137,0001000027137,428
1000027138,0001000027138,86
1000027139,0001000027139,130
1000027140,0001000027140,324
1000027141,0001000027141,188
1000027142,0001000027142,180
1000027143,0001000027143,38
1000027144,0001000027144,80
1000027145,0001000027145,5
1000027146,0001000027146,263
1000027147,0001000027147,139
1000027148,0001000027148,218
1000027149,0001000027149,112
1000027150,0001000027150,182
1000027151,0001000027151,432
1000027152,0001000027152,110
1000027153,0001000027153,72
1000027154,0001000027154,242
1000027155,0001000027155,374
1000027156,0001000027156,144
1000027157,0001000027157,123
1000027158,0001000027158,158
1000027159,0001000027159,89
1000027160,0001000027160,69
1000027161,0001000027161,19
1000027162,0001000027162,273
1000027163,0001000027163,441
1000027164,0001000027164,167
1000027165,0001000027165,2197
1000027166,0001000027166,707
1000027167,0001000027167,1384
1000027168,0001000027168,238
1000027169,0001000027169,498
1000027170,0001000027170,145
1000027171,0001000027171,187
1000027172,0001000027172,16
1000027173,0001000027173,109
1000027174,0001000027174,180
1000027175,0001000027175,120
1000027176,0001000027176,1940
1000027178,0001000027178,590
1000027179,0001000027179,147
1000027180,0001000027180,1134
